"avatar","fullname","id","images/0","images/1","images/2","images/3","isQuote","isReply","isRetweet","likes","links/0","links/1","links/2","links/3","links/4","links/5","links/6","media/0/type","media/0/url","media/1/type","media/1/url","media/2/type","media/2/url","media/3/type","media/3/url","quotedTweet/avatar","quotedTweet/fullname","quotedTweet/images/0","quotedTweet/media/0/type","quotedTweet/media/0/url","quotedTweet/text","quotedTweet/timestamp","quotedTweet/totalBookmarks","quotedTweet/totalViews","quotedTweet/url","quotedTweet/user/avatar","quotedTweet/user/description","quotedTweet/user/joinDate","quotedTweet/user/location","quotedTweet/user/totalFollowers","quotedTweet/user/totalFollowing","quotedTweet/user/totalLikes","quotedTweet/user/totalMediaCount","quotedTweet/user/totalTweets","quotedTweet/user/url","quotedTweet/user/userFullName","quotedTweet/user/userId","quotedTweet/user/username","quotedTweet/user/verified","quotedTweet/user/website","quotedTweet/username","quotes","replies","replyingTo/0","replyingTo/1","replyingTo/2","replyingTo/3","retweets","searchQuery","text","timestamp","totalBookmarks","totalViews","url","user/avatar","user/description","user/joinDate","user/location","user/totalFollowers","user/totalFollowing","user/totalLikes","user/totalMediaCount","user/totalTweets","user/url","user/userFullName","user/userId","user/username","user/verified","user/website","username","verified"
"https://pbs.twimg.com/profile_images/1727399886767988736/lwXnQZhg.jpg","Invictus Games Vancouver Whistler 2025","1887535707121398252",,,,,"false","false","true","171","https://x.com/search?q=%23SharedJourney","https://x.com/SoldierOnCAN","https://x.com/tplfoundation","https://x.com/ATCO","https://x.com/Boeing",,,"video","https://video.twimg.com/ext_tw_video/1887535303960702977/pu/vid/avc1/1280x720/ZsXipVDaC4rjqru-.mp4?tag=12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","4",,,,,"50","career","Meet Guillaume Durand—a retired R22eR Sergeant who has faced some of life’s toughest battles. Deployed to Afghanistan and Latvia, his military career was filled with honour, leadership, and camaraderie. But life after service brought new challenges—PTSD, chronic pain, and a loss of purpose that led to struggles with mental health and even being unhoused 💛

Watch his journey as he reclaims his strength, finds healing through sport, and inspires others along the way 🤝

Check out Guillaume’s full version coming later today!

#SharedJourney

@SoldierOnCAN 
@tplfoundation 
@ATCO 
@Boeing","2025-02-06T16:15:00.000Z","2","1743","https://x.com/InvictusGames25/status/1887535707121398252","https://pbs.twimg.com/profile_images/1727399886767988736/lwXnQZhg_normal.jpg","Invictus Games 2025 is coming to Vancouver Whistler, British Columbia, presented by ATCO and Boeing.
Suivez-nous en français @jeuxinvictus25","2015-09-17T13:19:18.000Z","Vancouver, British Columbia","15769","563","7163","1632","5938","https://x.com/InvictusGames25","Invictus Games Vancouver Whistler 2025","3685989557","InvictusGames25","true","https://linktr.ee/invictusgames2025","@InvictusGames25","true"
"https://pbs.twimg.com/profile_images/1803498977842569216/IBeAUmN3.jpg","HollywoodLife","1887632412659581259",,,,,"false","false","true","0","https://hollywoodlife.com/feature/jimmy-butler-net-worth-5367941/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,,,"1","career","Jimmy Butler’s career in the NBA has contributed to his wealth. Learn the Golden State Warriors player’s net worth here.
hollywoodlife.com/feature/ji…","2025-02-06T22:40:00.000Z","0","170","https://x.com/HollywoodLife/status/1887632412659581259","https://pbs.twimg.com/profile_images/1803498977842569216/IBeAUmN3_normal.jpg","In our Celebrity News era ✨ Instagram: https://t.co/3qG6xixd4g Newsletter: https://t.co/fi8RBSSR2w","2009-02-18T21:59:31.000Z","New York City & Los Angeles ","341941","4052","2522","110124","257415","https://x.com/HollywoodLife","HollywoodLife","21246105","HollywoodLife","false","http://www.hollywoodlife.com/","@HollywoodLife","true"
"https://pbs.twimg.com/profile_images/1869459146744954881/gVjOv36F.jpg","Underdog","1887506515847786936","https://pbs.twimg.com/media/GjHFK-gW4AEaXHd.jpg",,,,"false","false","true","5739",,,,,,,,"image","https://pbs.twimg.com/media/GjHFK-gW4AEaXHd.jpg?format=png&name=large",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"91","132",,,,,"138","career","Mark Williams has played 85 games in his career.

He has missed 127 games (59.9%).","2025-02-06T14:19:00.000Z","163","558342","https://x.com/UnderdogFantasy/status/1887506515847786936","https://pbs.twimg.com/profile_images/1869459146744954881/gVjOv36F_normal.jpg","Age & location restrictions apply. Concerned with your play? Call 1-800-GAMBLER or visit https://t.co/hFkoCh9e7F. @UnderdogPicks | @UnderdogDrafts | @UDSupport","2020-02-20T18:10:26.000Z","Brooklyn, NY","218586","434","12966","6768","13810","https://x.com/UnderdogFantasy","Underdog","1230555304670244864","UnderdogFantasy","true","http://linktr.ee/UDFantasy","@UnderdogFantasy","true"
"https://pbs.twimg.com/profile_images/1649426069814927362/kMXNeXYW.jpg","Lezra Gomez","1887632437322391648",,,,,"false","true","false","1",,,,,,,,"image","https://pbs.twimg.com/media/GjIofHfXUAEYrwP.jpg?format=png&name=large",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","/IfnBoxing","/_HasimRahmanJr",,,"0","career","Hasim was in a space the other day saying how he’s returning to Misfits with the biggest fight of his career, and would be the biggest non ppv fight on Misfits. 

Hasim gave the graphic designer the location & date.

Did he just leak a Misfits Miami Card for May 31st 🤔.","2025-02-06T22:40:00.000Z","3","3026","https://x.com/lezramgomez/status/1887632437322391648","https://pbs.twimg.com/profile_images/1669485458286424064/x6OVgpIf_normal.jpg","All Crossover boxing. All the time. Follow for the latest Drama, News, Updates, Clips, HD Pictures, Interviews and More. 🥊","2022-09-29T17:12:16.000Z","","17819","13","25","18078","18948","https://x.com/IfnBoxing","IFN","1575533816315351042","IfnBoxing","true","https://linktr.ee/ifnboxing","@lezramgomez","true"
"https://pbs.twimg.com/profile_images/1768087207552618497/DYKmsFQa.jpg","Sam 🐐☘️","1887632430707753294",,,,,"false","false","false","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3","1",,,,,"1","career","Nobody who left the Celtics that Brad coached had a good career afterwards except for Kyrie. Everyone else became a journeyman or was out the league soon after","2025-02-06T22:40:00.000Z","0","428","https://x.com/S_Scott019/status/1887632430707753294","https://pbs.twimg.com/profile_images/1768087207552618497/DYKmsFQa_normal.jpg","Marcus Smart is a stretch 6 and Jaylen Brown won finals mvp  #Celtics #CowboyNation #BBN IG: Hoopconference","2011-01-12T20:58:05.000Z","","3321","494","4856","6801","238993","https://x.com/S_Scott019","Sam 🐐☘️","237434857","S_Scott019","false",,"@S_Scott019","false"
"https://pbs.twimg.com/profile_images/1181955420224704512/62UepdlW.jpg","Sarah Ellison","1887588284857262591",,,,,"false","false","true","835",,,,,,,,"video","https://video.twimg.com/amplify_video/1887271105188241408/vid/avc1/1280x720/Q2Sukm3iJSzOQdyh.mp4?tag=14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4","9",,,,,"69","career","Tom Brady: ""My OPOY is Lamar Jackson. ... Time to give Lamar the respect he deserves as a passer because that Baltimore QB had a cheat code. ... Congrats to Lamar on a season that could very well end up with his third career MVP award.”","2025-02-06T19:44:00.000Z","28","28148","https://x.com/sgellison/status/1887588284857262591","https://pbs.twimg.com/profile_images/1181955420224704512/62UepdlW_normal.jpg","Faith, Family, Football. Co-Host of @RavensVault. Former @Ravens Editor. Creator of Man of the Crowd and Late for Work. @BYU alum. Wife & mother of 4","2009-02-12T19:59:02.000Z","BaltimoreRavensVault@gmail.com","66985","445","75204","3124","35422","https://x.com/sgellison","Sarah Ellison","20711245","sgellison","true","http://linktr.ee/ravensvaultpodcast","@sgellison","true"
"https://pbs.twimg.com/profile_images/1763922226871427072/QhEbsD1Z.jpg","Ellie Wilson","1887593073590616538","https://pbs.twimg.com/media/GjIT5GxWsAAk5ql.jpg",,,,"false","false","true","1731",,,,,,,,"image","https://pbs.twimg.com/media/GjIT5GxWsAAk5ql.jpg?format=png&name=large",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3","66",,,,,"144","career","Today a man told me that I’m not truly traumatised by being raped because I’m career-focused and into fashion. I hear it constantly: “you don’t look like a victim”. So just to annoy them even more, here’s a picture of me taken yesterday outside parliament looking extra confident.","2025-02-06T20:03:00.000Z","21","17799","https://x.com/ellieokwilson/status/1887593073590616538","https://pbs.twimg.com/profile_images/1763922226871427072/QhEbsD1Z_normal.jpg","Survivor & campaigner | Justice reformer ⚖️ | ‘Pain can either be your prison or your platform’ | UofG world changing alumni | Speaker, writer, & consultant ✍🏽","2011-10-05T13:09:57.000Z","Glasgow, Scotland","34045","478","13597","300","5749","https://x.com/ellieokwilson","Ellie Wilson","385409635","ellieokwilson","false","https://linktr.ee/elliewilsonofficial","@ellieokwilson","false"
"https://pbs.twimg.com/profile_images/1673685089153167360/EA7OUvev.jpg","Óglaigh na hÉireann","1887621586846458355","https://pbs.twimg.com/media/GjIt0vRWUAA-i1U.jpg","https://pbs.twimg.com/media/GjIt0vOWMAAyC-M.jpg",,,"false","false","true","13","https://x.com/UCC","https://x.com/UCCLawSociety",,,,,,"image","https://pbs.twimg.com/media/GjIt0vRWUAA-i1U.jpg?format=png&name=large","image","https://pbs.twimg.com/media/GjIt0vOWMAAyC-M.jpg?format=png&name=large",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,,,"3","career","Lieutenant-General Seán Clancy was hosted tonight by UCC's Law Society, where he discussed his career, past and future as well as the current and future role of the Defence Forces at home and overseas.  @UCC @UCCLawSociety","2025-02-06T21:57:00.000Z","1","1161","https://x.com/defenceforces/status/1887621586846458355","https://pbs.twimg.com/profile_images/1673685089153167360/EA7OUvev_normal.jpg","The official Twitter page of the Irish Defence Forces 🇮🇪","2009-09-20T17:03:40.000Z","","56676","1572","10189","3675","11824","https://x.com/defenceforces","Óglaigh na hÉireann","75827471","defenceforces","true","https://military.ie/en/","@defenceforces","true"
"https://pbs.twimg.com/profile_images/1877770462563897344/4CJ1ta8M.jpg","Volk","1884777473767825461","https://pbs.twimg.com/media/GigTFjkWoAEg0ai.jpg","https://pbs.twimg.com/media/GigTHvSWMAAiXJh.jpg",,,"false","false","true","431",,,,,,,,"image","https://pbs.twimg.com/media/GigPd2CWUAAemLd.jpg?format=png&name=large","image","https://pbs.twimg.com/media/GigPkMXWMAAPtLW.jpg?format=png&name=large","image","https://pbs.twimg.com/media/GigPlhDXMAAvaaR.jpg?format=png&name=large","image","https://pbs.twimg.com/media/GigPmeCXQAA_7HC.jpg?format=png&name=large",,,,,,,,,,,,,,,,,,,,,,,,,,,"3","0",,,,,"18","career","It's not perfect, but there's a gentle rebuke of traditional patriarchy, especially in a conservative country like Japan, present throughout the series. Ochako being a career woman by the time she gets together with Deku who is very much his equal is another example.","2025-01-30T01:35:00.000Z","768","73407","https://x.com/ladolcevolk/status/1884777473767825461","https://pbs.twimg.com/profile_images/1877770462563897344/4CJ1ta8M_normal.jpg","Writer | Got too many manga and light novels to read | MHA | RPGs | He/Him","2013-02-25T02:24:14.000Z","Metropolis","5052","710","130233","27253","121888","https://x.com/ladolcevolk","Volk","1217072329","ladolcevolk","false",,"@ladolcevolk","false"
"https://pbs.twimg.com/profile_images/1881970851777593344/fZGCss8i.jpg","sooner thrawn","1887632323962638442","https://pbs.twimg.com/media/GjI3mDoWsAACbvu.jpg",,,,"false","true","false","0",,,,,,,,"image","https://pbs.twimg.com/media/GjETAHkWsAAUFnM.jpg?format=png&name=large",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","/TheNBACentel",,,,"0","career","Career 9 points 5 asst 7 rebounds wow no one could ever do that","2025-02-06T22:39:00.000Z","804","3532179","https://x.com/SoonerThrawn/status/1887632323962638442","https://pbs.twimg.com/profile_images/1815579008647507970/fKMch7t7_normal.jpg","Featured on @ESPN, @BarstoolSports, @SINoW, @FoxSports, @ComplexSports | PARODY Account. NOT Affiliated with @TheDunkCentral","2022-07-13T14:51:57.000Z","","304248","1592","16631","10065","15980","https://x.com/TheNBACentel","NBACentel","1547232242073849856","TheNBACentel","true",,"@SoonerThrawn","false"
